al_#,Title,AL# FY,Agency,Sub-agency,FPI GWO,GWO ID
TC.095,Exemption of certain mutuals' and cooperatives' income,FY24,Department of the Treasury,Internal Revenue Service (IRS),Grow American Businesses,B2
TC.096,Empowerment zones,FY24,Department of the Treasury,Internal Revenue Service (IRS),Grow American Businesses,B2
TC.098,Credit to holders of Gulf and Midwest Tax Credit Bonds .,FY24,Department of the Treasury,Internal Revenue Service (IRS),Grow American Businesses,B2
TC.099,Recovery Zone Bonds,FY24,Department of the Treasury,Internal Revenue Service (IRS),Grow American Businesses,B2
TC.117,Work opportunity tax credit,FY24,Department of the Treasury,Internal Revenue Service (IRS),Grow American Businesses,B2
TC.128,Indian employment credit,FY24,Department of the Treasury,Internal Revenue Service (IRS),Grow American Businesses,B2
TC.129,Employer-provided paid family and medical leave credit,FY24,Department of the Treasury,Internal Revenue Service (IRS),Grow American Businesses,B2
TC.138,Tax credit for orphan drug research,FY24,Department of the Treasury,Internal Revenue Service (IRS),Grow American Businesses,B2
TC.154,Small employer pension plan startup credit,FY24,Department of the Treasury,Internal Revenue Service (IRS),Grow American Businesses,B2
17.271,Work Opportunity Tax Credit Program (WOTC) ,FY24,Department of Labor,Employment Training Administration,Grow American Businesses,B2
21.028,Coronavirus Economic Relief for Transportation Services Act,FY24,Department of the Treasury,Departmental Offices,Grow American Businesses,B2
21.03,Emergency Capital Investment Program,FY24,Department of the Treasury,Departmental Offices,Grow American Businesses,B2
21.031,State Small Business Credit Initiative Technical Assistance Grant Program,FY24,Department of the Treasury,Departmental Offices,Grow American Businesses,B2
21.034,State Small Business Credit Initiative Competitive Technical Assistance Program,FY24,Department of the Treasury,Departmental Offices,Grow American Businesses,B2
59.007,7(j) Technical Assistance,FY24,Small Business Administration,N/A,Grow American Businesses,B2
59.026,SCORE,FY24,Small Business Administration,N/A,Grow American Businesses,B2
59.037,Small Business Development Centers,FY24,Small Business Administration,N/A,Grow American Businesses,B2
59.043,Women's Business Ownership Assistance,FY24,Small Business Administration,N/A,Grow American Businesses,B2
59.044,Veterans Outreach Program,FY24,Small Business Administration,N/A,Grow American Businesses,B2
59.05,Prime Technical Assistance,FY24,Small Business Administration,N/A,Grow American Businesses,B2
59.053,Ombudsman and Regulatory Fairness Boards ,FY24,Small Business Administration,N/A,Grow American Businesses,B2
59.058,Federal and State Technology Partnership Program,FY24,Small Business Administration,N/A,Grow American Businesses,B2
59.061,State Trade Expansion,FY24,Small Business Administration,N/A,Grow American Businesses,B2
59.066,Transition Assistance ''' Entrepreneurship Track (Boots to Business),FY24,Small Business Administration,N/A,Grow American Businesses,B2
59.067,Regional Innovation Clusters,FY24,Small Business Administration,N/A,Grow American Businesses,B2
59.077,Community Navigator Pilot Program,FY24,Small Business Administration,N/A,Grow American Businesses,B2
59.079,Cybersecurity for Small Business Pilot Program,FY24,Small Business Administration,N/A,Grow American Businesses,B2
10.978,Farm Labor Stabilization and Protection Pilot Grant Program,FY24,Department of Agriculture,Farm Service Agency,Grow American Businesses,B2
84.426,Randolph-Sheppard ''' Financial Relief and Restoration Payments,FY24,Department of Education,N/A,Grow American Businesses,B2
11.313,Trade Adjustment Assistance for Firms,FY24,Department of Commerce,Economic Development Administration,Grow American Businesses,B2
11.477,Fisheries Disaster Relief,FY24,Department of Commerce,National Oceanic and Atmospheric Administration (NOAA),Grow American Businesses,B2
11.611,Manufacturing Extension Partnership,FY24,Department of Commerce,National Institute of Standards and Technology (NIST),Grow American Businesses,B2
19.108,Bureau of South and Central Asian Affairs,FY24,Department of State,N/A,Expand Trade and Market Access,B3
TC.004,Reduced tax rate on active income of controlled foreign corporations (normal tax method),FY24,Department of the Treasury,Internal Revenue Service (IRS),Expand Trade and Market Access,B3
TC.005,Deduction for foreign-derived intangible income derived from trade or business within the United States,FY24,Department of the Treasury,Internal Revenue Service (IRS),Expand Trade and Market Access,B3
TC.006,Interest Charge Domestic International Sales Corporations (IC-DISCs),FY24,Department of the Treasury,Internal Revenue Service (IRS),Expand Trade and Market Access,B3
19.303,Decrypting PRC Industrial and Technology Policy,FY24,Department of State,N/A,Expand Trade and Market Access,B3
31.007,Export - Loan Guarantee/Insured Loans,FY24,Export - Import Bank of the United States,N/A,Expand Trade and Market Access,B3
10.155,Marketing Agreements and Orders,FY24,Department of Agriculture,Agricultural Marketing Service,Expand Trade and Market Access,B3
10.376,Biobased Market Development and Access Grant Program (BDAP),FY24,Department of Agriculture,Rural Business-Cooperative Service,Expand Trade and Market Access,B3
10.601,Market Access Program,FY24,Department of Agriculture,Foreign Agricultural Service,Expand Trade and Market Access,B3
10.603,Emerging Markets Program,FY24,Department of Agriculture,Foreign Agricultural Service,Expand Trade and Market Access,B3
10.604,Technical Assistance for Specialty Crops Program,FY24,Department of Agriculture,Foreign Agricultural Service,Expand Trade and Market Access,B3
10.605,Quality Samples Program ,FY24,Department of Agriculture,Foreign Agricultural Service,Expand Trade and Market Access,B3
10.606,Food for Progress,FY24,Department of Agriculture,Foreign Agricultural Service,Expand Trade and Market Access,B3
10.612,USDA Local and Regional Food Aid Procurement Program,FY24,Department of Agriculture,Foreign Agricultural Service,Expand Trade and Market Access,B3
10.619,International Agricultural Education Fellowship Program,FY24,Department of Agriculture,Foreign Agricultural Service,Expand Trade and Market Access,B3
10.622,Food for Opportunity,FY24,Department of Agriculture,Foreign Agricultural Service,Expand Trade and Market Access,B3
10.997,U.S. Codex Office Support for International Activities,FY24,Department of Agriculture,Immediate Office of the Secretary of Agriculture,Expand Trade and Market Access,B3
11.112,Market Development Cooperator Program,FY24,Department of Commerce,International Trade Administration,Expand Trade and Market Access,B3
TBD/DOS2,Semiconductor Supply Chain,New for FY25,Department of State,"Bureau of Economic, Energy, and Business Affairs",Expand Trade and Market Access,B3
38.006,State Appraiser Agency Support Grants,FY24,Federal Financial Institutions Examination Council Appraisal Subcommittee,N/A,Enforce Trade Laws,B4
38.009,Board Support and Innovation Grant,FY24,Federal Financial Institutions Examination Council Appraisal Subcommittee,N/A,Enforce Trade Laws,B4
17.401,International Labor Programs,FY24,Department of Labor,Bureau of International Labor Affairs,Enforce Trade Laws,B4
11.606,Weights and Measures Service,FY24,Department of Commerce,National Institute of Standards and Technology (NIST),Enforce Trade Laws,B4
11.61,Standards Information Center ,FY24,Department of Commerce,National Institute of Standards and Technology (NIST),Enforce Trade Laws,B4
12.002,Procurement Technical Assistance For Business Firms,FY24,Department of Defense,Washington Headquarters Services (WHS),Accelerate Development of Commercial Products and Technologies,B5
20.949,RESEARCH INITIATIVE ON THE USE OF STEEL SLAG IN CONCRETE AND CEMENT,FY24,Department of Transportation,Office of the Secretary of Tranportation (OST) Procurement Operations,Accelerate Development of Commercial Products and Technologies,B5
43.007,Space Operations,FY24,National Aeronautics and Space Administration,N/A,Accelerate Development of Commercial Products and Technologies,B5
59.065,Growth Accelerator Fund Competition,FY24,Small Business Administration,N/A,Accelerate Development of Commercial Products and Technologies,B5
TC.007,Expensing of research and experimentation expenditures (normal tax method),FY24,Department of the Treasury,Internal Revenue Service (IRS),Accelerate Development of Commercial Products and Technologies,B5
12.114,Collaborative Research and Development,FY24,Department of Defense,Department of the Army,Accelerate Development of Commercial Products and Technologies,B5
12.225,Commercial Technologies for Maintenance Activities Program,FY24,Department of Defense,N/A,Accelerate Development of Commercial Products and Technologies,B5
20.108,Aviation Research Grants,FY24,Department of Transportation,Federal Aviation Administration (FAA),Accelerate Development of Commercial Products and Technologies,B5
20.109,Air Transportation Centers of Excellence,FY24,Department of Transportation,Federal Aviation Administration (FAA),Accelerate Development of Commercial Products and Technologies,B5
20.819,Ballast Water Treatment Technologies,FY24,Department of Transportation,Maritime Administration (MARAD),Accelerate Development of Commercial Products and Technologies,B5
20.82,Maritime Studies and Innovations,FY24,Department of Transportation,Maritime Administration (MARAD),Accelerate Development of Commercial Products and Technologies,B5
20.95,Bridge and Other Transportation Infrastructure Research Program,FY24,Department of Transportation,Office of the Secretary of Tranportation (OST) Procurement Operations,Accelerate Development of Commercial Products and Technologies,B5
43.012,Space Technology,FY24,National Aeronautics and Space Administration,N/A,Accelerate Development of Commercial Products and Technologies,B5
47.084,"NSF Technology, Innovation, and Partnerships",FY24,National Science Foundation,N/A,Accelerate Development of Commercial Products and Technologies,B5
59.076,Lab-to-Market,FY24,Small Business Administration,N/A,Accelerate Development of Commercial Products and Technologies,B5
10.236,Bioproduct Pilot Program,FY24,Department of Agriculture,National Institute of Food and Agriculture,Accelerate Development of Commercial Products and Technologies,B5
10.681,Wood  Education and Resource  Center (WERC),FY24,Department of Agriculture,Forest Service,Accelerate Development of Commercial Products and Technologies,B5
81.126,Federal Loan Guarantees for Innovative Energy Technologies,FY24,Department of Energy,N/A,Accelerate Development of Commercial Products and Technologies,B5
81.255,Clean Energy Demonstrations,FY24,Department of Energy,N/A,Accelerate Development of Commercial Products and Technologies,B5
